tconst,titleType,primaryTitle,genres,Sinopsis,emocion,tmdb_id,imagen,plataformas,link,inPeru
tt14581444,movie,The Neutral Ground,[99],"With sharp humor and a critical sense of curiosity, comedian CJ Hunt documents the fraught removal of four Confederate monuments in New Orleans. As the scope of his film expands, Hunt investigates the origins of a romanticized Confederacy and confronts hard truths much of America has yet to face.",anger,821517.0,https://image.tmdb.org/t/p/w500/s3SjwLRyE2Aw8911jMvQpZUw8NR.jpg,['DOCSVILLE'],https://www.themoviedb.org/movie/821517-the-neutral-ground/watch?locale=PE,True
tt14599028,movie,Kally's Mashup ¡Un cumpleaños muy Kally!,[-1],"Days before her birthday, Kally meets the latest pop icon, who is as successful as he is seductive, but ex-boyfriend Dante still has feelings for her and doesn't want to lose her. While she's having the time of her life, Kally must decide what to do with her career and her heart.",sadness,788647.0,https://image.tmdb.org/t/p/w500/241OYsiSjbT04JOV36FMpFMkhbn.jpg,"['Paramount Plus', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/788647-kally-s-mashup-un-cumpleanos-muy-kally/watch?locale=PE,True
tt14636186,movie,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,[16],"A nationwide manhunt for Hank Venture leads to untold dangers and unexpected revelations, while The Monarch is literally out for Dr Venture's blood. An imposing evil from the past reemerges to wreak havoc on the Ventures, The Guild, and even the Monarch marriage—it will take friends and foes alike to restore the Ventures' world to order… or end it once and for all.",anger,828898.0,https://image.tmdb.org/t/p/w500/u3ZgJfyBpTox5U7RfhCDIXlHnO4.jpg,['HBO Max'],https://www.themoviedb.org/movie/828898-the-venture-bros-radiant-is-the-blood-of-the-baboon-heart/watch?locale=PE,True
tt14779306,movie,Mission: Joy - Finding Happiness in Troubled Times,[99],An exploration of the remarkable friendship between Archbishop Desmond Tutu and His Holiness the Dalai Lama.,joy,836723.0,https://image.tmdb.org/t/p/w500/sgcuaJp6RGlnb4S2NGCSAZ3Gl0L.jpg,['Netflix'],https://www.themoviedb.org/movie/836723-mission-joy-finding-happiness-in-troubled-times/watch?locale=PE,True
tt1504320,movie,The King's Speech,"[-1, 18, 36]","The King's Speech tells the story of the man who became King George VI, the father of Queen Elizabeth II. After his brother abdicates, George ('Bertie') reluctantly assumes the throne. Plagued by a dreaded stutter and considered unfit to be king, Bertie engages the help of an unorthodox speech therapist named Lionel Logue. Through a set of unexpected techniques, and as a result of an unlikely friendship, Bertie is able to find his voice and boldly lead the country into war.",sadness,45269.0,https://image.tmdb.org/t/p/w500/uQ538BfYLDJh3GXlzRZLo0j7PFj.jpg,['HBO Max'],https://www.themoviedb.org/movie/45269-the-king-s-speech/watch?locale=PE,True
tt15091500,movie,Oasis Knebworth 1996,"[99, 10402]","This 25th anniversary film of the legendary Oasis gig at Knebworth features a 1996 archive concert that has never ever been shown alongside rare backstage footage, with additional interviews with the band and concert organisers.",joy,850490.0,https://image.tmdb.org/t/p/w500/1m7x1RCby3B0NSfrme8By6n9OvC.jpg,"['Paramount Plus', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/850490-oasis-knebworth-1996/watch?locale=PE,True
tt15097216,movie,Jai Bhim,"[80, 18, 9648]","A pregnant woman from a primitive tribal community, searches desperately for her husband, who is missing from police custody. So as to find her husband and seek justice for them, as their voice, a High Court advocate rises in support. Will their battle for justice succeed?",joy,855400.0,https://image.tmdb.org/t/p/w500/zb9QBUn5AZzoKCS2jsnhp6ySSGp.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/855400/watch?locale=PE,True
tt15113042,movie,Rampart,[99],"Marko spends time in the abandoned apartment of his childhood in Belgrade. Traces of the past are being drawn and memories, both idyllic and traumatic, are combined. The family VHS archive shows his universe during 1998 and 1999: gatherings, pets, videogames, and moments of uncertainty reveal a common life embraced by an historical event.",sadness,846870.0,https://image.tmdb.org/t/p/w500/nLtoNr44weESmAZ0N82El4WIIJ2.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/846870-rampart/watch?locale=PE,True
tt15119154,movie,Life of Crime 1984-2020,"[-1, 80, 99]",An intimate documentary that looks at the vicious cycles of drug addiction and street crime in one of the roughest parts of New Jersey.,anger,854345.0,https://image.tmdb.org/t/p/w500/3HwH3RTBB7mS3RjCyfKuxxqiySO.jpg,['HBO Max'],https://www.themoviedb.org/movie/854345-life-of-crime-1984-2020/watch?locale=PE,True
tt1512888,movie,Ayirathil Oruvan,"[28, 12]","Anitha, a government official, embarks on a journey to find Chandramouli, an archaeologist, who went to Vietnam to search for any existence of the prince of the Chola dynasty.",anger,69597.0,https://image.tmdb.org/t/p/w500/9lrbtKE8vKIpYXxjj0hSwhnC81o.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/69597/watch?locale=PE,True
tt1517561,movie,Thulladha Manamum Thullum,"[18, 10749]","A struggling singer feels guilty about a girl losing her eyesight; to meet the cost of her eye transplant surgery, he offers his kidney to a rich man.",sadness,78644.0,https://image.tmdb.org/t/p/w500/oTCPdMsrntsDDezIBVcB6pNQMwJ.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/78644/watch?locale=PE,True
tt1524539,movie,Harishchandrachi Factory,"[-1, 35, 18]","In 1913 India's cinema industry is born from Dadasaheb Phalke's efforts to make Raja Harishchandra (1913), India's first feature-length B&W silent film.",joy,35572.0,https://image.tmdb.org/t/p/w500/uRC3yCRlsETdnCvZiyXilLtMrdE.jpg,['Netflix'],https://www.themoviedb.org/movie/35572/watch?locale=PE,True
tt15264532,movie,Ratnan Prapancha,"[35, 18, 10751]",Rathnakara is an insurance agent living a mundane life with his unapologetically loud mother Saroja. An uncomfortable truth about his life leads him to go on a trail to find his world. What does he learn eventually?,fear,729030.0,https://image.tmdb.org/t/p/w500/dH7q0wASf3Wn9nHQL8HDbUSrjg7.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/729030/watch?locale=PE,True
tt15327088,movie,Kantara,"[28, 12, 18]","Shiva, a tribal vagabond lives with his mother in hamlet, stays away from the traditional Daivaradhane and Bhoota Kola legacy due to an unforgettable childhood incident. He is happy loafing around with his friends and doing petty jobs for his landlord. When Forest officer Murali enters the scene, it gives a fresh dimension to the man-vs-nature fight. Can Shiva save the forest from Murali? Or is Murali just a dummy bait cast by bigger fish?",anger,858485.0,https://image.tmdb.org/t/p/w500/jIsKmkxMzdCZ0Ux1GVSnu8m6Na6.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/858485-kantara/watch?locale=PE,True
tt15501640,movie,Drishyam 2,"[80, 18, 9648]","7 years after the case related to Vijay Salgaonkar and his family was closed, a series of unexpected events bring truth to light that threatens to change everything for the Salgaonkars. Can Vijay save his family this time?",joy,1029827.0,https://image.tmdb.org/t/p/w500/wk8Vu0DI0MiNLaXXiVqAwjLRKL5.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/1029827/watch?locale=PE,True
tt15554876,movie,Maharashtra Shaheer,[-1],"A biopic of Krishnarao Ganpatrav Sable, akka Shahir Sable.",anger,1092670.0,https://image.tmdb.org/t/p/w500/rJ2aIlkoIhYDVHVR4S1LFVTjCMe.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/1092670/watch?locale=PE,True
tt1562872,movie,Zindagi Na Milegi Dobara,"[35, 18, -1]","Three friends who were inseparable in childhood decide to go on a three-week-long bachelor road trip to Spain, in order to re-establish their bond and explore thrilling adventures, before one of them gets married. What will they learn of themselves and each other during the adventure?",joy,61202.0,https://image.tmdb.org/t/p/w500/hKO9O715wYxjkQSEv47giCYcyO8.jpg,"['Netflix', 'Amazon Prime Video']",https://www.themoviedb.org/movie/61202/watch?locale=PE,True
tt1570519,movie,12 Angry Lebanese: The Documentary,[99],"For 15 months, 45 inmates, some completely illiterate, worked together to present an adaptation of Reginald Rose's famous stage play 12 Angry Men.",anger,433174.0,https://image.tmdb.org/t/p/w500/7A08dP3AOe0b9joSurefZZg9qa4.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/433174-12-angry-lebanese/watch?locale=PE,True
tt1583256,movie,Gamyam,[18],"Two guys, a thief and a rich man, meet in a journey that the latter starts to find love. On their way they find the destinies of their lives.",anger,80994.0,https://image.tmdb.org/t/p/w500/xOnX16iyA6bI8YL9ryeKjYl4YVK.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/80994/watch?locale=PE,True
tt1601792,movie,Aa Naluguru,[18],"This film is a tale of a willing loser, a good everyday guy who constantly sticks to his principles, fails, and finally takes a drastic step when his family urges him to sacrifice everything he stands for,to give his children what they want.",anger,23971.0,https://image.tmdb.org/t/p/w500/wDaJEVkKpgARsBnaR15M3ovzoPg.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/23971/watch?locale=PE,True
tt1603362,movie,Prasthanam,"[28, 18]","Chinna, a young man, hates Mitra, his stepbrother, who is loyal and obedient to Loki, their father, who gives him preference in politics. Chinna finds different ways to exact revenge from Mitra.",anger,52522.0,https://image.tmdb.org/t/p/w500/vn6zHyo4kASQ8mY6PIHBxiBSuS.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/52522/watch?locale=PE,True
tt16118722,movie,Tony Hawk: Until the Wheels Fall Off,"[-1, 99, -1]","A wide-ranging, definitive look at Hawk’s life and iconic career, and his relationship with the sport with which he’s been synonymous for decades, featuring unprecedented access, never-before-seen footage, and interviews with Hawk and prominent figures in the sport including Stacy Peralta, Rodney Mullen, Mike McGill, Lance Mountain, Steve Caballero, Neil Blender, Andy MacDonald, Duane Peters, Sean Mortimer, and Christian Hosoi.",joy,881198.0,https://image.tmdb.org/t/p/w500/namFh1FM7BkCkiljALtgMXOoANI.jpg,['HBO Max'],https://www.themoviedb.org/movie/881198-tony-hawk-until-the-wheels-fall-off/watch?locale=PE,True
tt1620933,movie,Paan Singh Tomar,"[28, -1, 80]",Paan Singh Tomar goes from celebrated runner to star brigand and rebel when life after sports fails to unfold as planned.,joy,96398.0,https://image.tmdb.org/t/p/w500/ii2KMVvGmcmJrqwYcT5nKn92bD5.jpg,['Netflix'],https://www.themoviedb.org/movie/96398/watch?locale=PE,True
tt1643238,movie,Okariki Okaru,[10749],"Kamesh, a young man travelling to Kaasi, sees Swapna, an NRI, at a railway station and falls in love with her. When Swapna returns to the US, Kamesh fights all odds to follow suit and win her love.",joy,82264.0,https://image.tmdb.org/t/p/w500/nyKE2kxnhSlbHjolVP9DILV3ybz.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/82264/watch?locale=PE,True
tt1649431,movie,Vedam,"[28, 18]","Five people from varied strata of society – a slum dweller who works as a cable operator, a runaway prostitute, a desperate woman drowning in debt, a rising musician, and a grief-stricken Muslim man – end up together in the same hospital, at a time when it is attacked by terrorists.",sadness,97342.0,https://image.tmdb.org/t/p/w500/fwozjObCQSZsGdUw0dJXJSdEocj.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/97342/watch?locale=PE,True
tt1663202,movie,The Revenant,"[28, 12, 18]","In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",anger,281957.0,https://image.tmdb.org/t/p/w500/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,"['Netflix', 'Amazon Prime Video', 'Star Plus', 'HBO Max', 'DIRECTV GO']",https://www.themoviedb.org/movie/281957-the-revenant/watch?locale=PE,True
tt1675434,movie,The Intouchables,"[-1, 35, 18]",A true story of two men who should never have met – a quadriplegic aristocrat who was injured in a paragliding accident and a young man from the projects.,anger,77338.0,https://image.tmdb.org/t/p/w500/323BP0itpxTsO0skTwdnVmf7YC9.jpg,"['Amazon Prime Video', 'MUBI']",https://www.themoviedb.org/movie/77338-intouchables/watch?locale=PE,True
tt1695800,movie,Pranchiyettan and the Saint,"[35, 18]","Chirammal Enashu Francis, a.k.a. Pranchiyettan, is a successful businessman based in Thrissur. He is a devotee of Saint Francis of Assisi and often has imaginary conversations with the saint. His ancestors were rice traders, but he has grown beyond the small rice shop to expand his business into jewellery, real estate, finance, shopping complexes and lot more. Even though he is successful and wealthy, he is not well-educated and he is unhappy with his name and also wants to become a celebrity. He is called Ari ""rice"" Pranchi by everybody, citing his ancestors' business as a colloquial taunt. He wants to change his image from Ari Pranchi to something great and is ready to spend a fortune for it. The film deals with how Pranchi tries to get a good name and what changes that brings to his life.",sadness,79897.0,https://image.tmdb.org/t/p/w500/6H3DSfcg0LKDZHiDRC8oaF15WeO.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/79897-the-saint/watch?locale=PE,True
tt17274522,movie,Sher Shivraj,"[28, 18, 36]",One of the greatest and bravest incident from the life of The Great Maratha King Chhatrapati Shivaji Maharaj where he defeated Afzalkhan with his brilliant tactics and courage.,joy,959834.0,https://image.tmdb.org/t/p/w500/kQdaTKgM2hWVsEQJKU3ix9SkEAB.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/959834/watch?locale=PE,True
tt1735870,movie,Into the Wind,[99],"In 1980, Terry Fox continued his fight against bone cancer with the pursuit of a singular, motivating vision: to run across Canada. Three years after having his right leg amputated six inches above the knee after being diagnosed with osteosarcoma, Fox set out to cover more than a marathon’s distance each day until he reached the shores of Victoria, British Columbia. Anonymous at the start of his journey, Fox steadily captured the heart of a nation with his Marathon of Hope. However the 21-year old BC native's goal was not fame, but to spread awareness and raise funds for cancer research. After 143 days and two-thirds of the way across Canada, with the eyes of a country watching, Fox’s journey came to an abrupt end when newly discovered tumors took over his body",joy,54681.0,https://image.tmdb.org/t/p/w500/bM9m2JH9TFMfFxDERW9pufJ5szR.jpg,['Star Plus'],https://www.themoviedb.org/movie/54681-into-the-wind/watch?locale=PE,True
tt1745960,movie,Top Gun: Maverick,"[28, 18]","After more than thirty years of service as one of the Navy’s top aviators, and dodging the advancement in rank that would ground him, Pete “Maverick” Mitchell finds himself training a detachment of TOP GUN graduates for a specialized mission the likes of which no living pilot has ever seen.",joy,361743.0,https://image.tmdb.org/t/p/w500/62HCnUTziyWcpDaBO2i1DX17ljH.jpg,"['Star Plus', 'Paramount Plus', 'Claro video', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/361743-top-gun-maverick/watch?locale=PE,True
tt17499738,movie,"Love, Tom",[99],"Over the course of a single night in Nashville, Oscar, Golden Globe and GRAMMY nominated songwriter Tom Douglas narrates a letter of hope to a desperate world.",fear,942925.0,https://image.tmdb.org/t/p/w500/kjZIG7XwJTJ3UiiADSWrUY9Wfd.jpg,['Paramount Plus Apple TV Channel '],https://www.themoviedb.org/movie/942925-love-tom/watch?locale=PE,True
tt1798709,movie,Her,"[18, 10749, -1]","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",love,152601.0,https://image.tmdb.org/t/p/w500/eCOtqtfvn7mxGl6nfmq4b1exJRc.jpg,"['Netflix', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/152601-her/watch?locale=PE,True
tt1821317,movie,Aadukalam,"[28, 18, 10749]","Pettaikaaran is famous in his town for an impeccable track record of successes in rooster fights. When one of his aides, Karuppu, goes against his word in a fight, it leads to an enmity between them.",anger,68016.0,https://image.tmdb.org/t/p/w500/catIeq2Mpg12NEpz2OhhGh8Nsel.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/68016/watch?locale=PE,True
tt1826603,movie,Asmaa,[18],A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.,joy,103418.0,https://image.tmdb.org/t/p/w500/3Kd1fVuxFiUfxa023rB1GtiFu23.jpg,['Netflix'],https://www.themoviedb.org/movie/103418/watch?locale=PE,True
tt1853563,movie,Foo Fighters: Back and Forth,"[99, 10402]","FOO FIGHTERS BACK AND FORTH chronicles the 16 year history of the Foo Fighters: from the band's very first songs created as cassette demos Dave Grohl recorded during his tenure as Nirvana's drummer, through its ascent to their Grammy-winning, multi-platinum, arena and stadium headlining status as one of the biggest rock bands on the planet.",joy,61488.0,https://image.tmdb.org/t/p/w500/9t11iPy8Mo5O4yHorqcKXXDLwtt.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/61488-foo-fighters-back-and-forth/watch?locale=PE,True
tt1853728,movie,Django Unchained,"[18, 37]","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",anger,68718.0,https://image.tmdb.org/t/p/w500/7oWY8VDWW7thTzWh3OKYRkWUlD5.jpg,"['Netflix', 'Amazon Prime Video', 'Paramount Plus', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/68718-django-unchained/watch?locale=PE,True
tt1856101,movie,Blade Runner 2049,"[28, 18, 9648]","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",fear,335984.0,https://image.tmdb.org/t/p/w500/gajva2L0rPYkEWjzgFlBXCAVBE5.jpg,"['Netflix', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/335984-blade-runner-2049/watch?locale=PE,True
tt1857670,movie,Deiva Thirumagal,[18],"An intellectually disabled man fights for custody of his 7-year-old daughter, and in the process teaches his opponent lawyer the value of love and family.",anger,63964.0,https://image.tmdb.org/t/p/w500/cPHcgVhxqM7JLVTI1tX5ohmnsQj.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/63964/watch?locale=PE,True
tt1895587,movie,Spotlight,"[-1, 80, 18]","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",anger,314365.0,https://image.tmdb.org/t/p/w500/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg,"['Amazon Prime Video', 'Paramount Plus', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/314365-spotlight/watch?locale=PE,True
tt1950186,movie,Ford v Ferrari,"[28, -1, 18]","American car designer Carroll Shelby and the British-born driver Ken Miles work together to battle corporate interference, the laws of physics, and their own personal demons to build a revolutionary race car for Ford Motor Company and take on the dominating race cars of Enzo Ferrari at the 24 Hours of Le Mans in France in 1966.",anger,359724.0,https://image.tmdb.org/t/p/w500/dR1Ju50iudrOh3YgfwkAU1g2HZe.jpg,"['Disney Plus', 'Star Plus']",https://www.themoviedb.org/movie/359724-ford-v-ferrari/watch?locale=PE,True
tt1979320,movie,Rush,"[28, -1, 18]","In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",anger,96721.0,https://image.tmdb.org/t/p/w500/5akKFgS7eeXUw9rKTEujryKrH17.jpg,"['Paramount Plus', 'Claro video', 'Paramount Plus Apple TV Channel ']",https://www.themoviedb.org/movie/96721-rush/watch?locale=PE,True
tt19853258,movie,Still: A Michael J. Fox Movie,"[-1, 99]",A short kid from a Canadian army base becomes the international pop culture darling of the 1980s—only to find the course of his life altered by a stunning diagnosis. What happens when an incurable optimist confronts an incurable disease?,sadness,1058699.0,https://image.tmdb.org/t/p/w500/fDO4gYZxvdsIrHKzsSAbc3N7Wfg.jpg,['Apple TV Plus'],https://www.themoviedb.org/movie/1058699-still-a-michael-j-fox-movie/watch?locale=PE,True
tt2015381,movie,Guardians of the Galaxy,"[28, 12, 35]","Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",anger,118340.0,https://image.tmdb.org/t/p/w500/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,['Disney Plus'],https://www.themoviedb.org/movie/118340-guardians-of-the-galaxy/watch?locale=PE,True
tt2024544,movie,12 Years a Slave,"[-1, 18, 36]","In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",sadness,76203.0,https://image.tmdb.org/t/p/w500/xdANQijuNrJaw1HA61rDccME4Tm.jpg,['Star Plus'],https://www.themoviedb.org/movie/76203-12-years-a-slave/watch?locale=PE,True
tt2070649,movie,Silenced,[18],"Based on actual events that took place at Gwangju Inhwa School for the hearing-impaired, where young deaf students were the victims of repeated sexual assaults by faculty members over a period of five years in the early 2000s.",anger,81481.0,https://image.tmdb.org/t/p/w500/mbMp0oIFmYnw0i5gzRoKt8cH5ve.jpg,['Netflix'],https://www.themoviedb.org/movie/81481/watch?locale=PE,True
tt2072137,movie,How We Played the Revolution,"[99, 36, 10402]","It was the year 1984 when a group of architects decided to organize a one night music band as a New Year's party joke in Kaunas, Lithuania. The joke proved to be so good that rumors about the new exciting rock band spread from lips to lips and soon their intellectual circus grew into the Rock Marches - massive events involving thousands of people - that transformed into the big meetings for Lithuanian Independence later named the Singing Revolution. This is the story about the people who raised their independence with the smiles and songs regardless of the danger of the situation.",joy,250127.0,https://image.tmdb.org/t/p/w500/oCtLGTKfg9dBZSHchvgY3UuF4em.jpg,['DocAlliance Films'],https://www.themoviedb.org/movie/250127-kaip-mes-zaideme-revoliucija/watch?locale=PE,True
tt2075108,movie,22 Shey Shraban,"[28, 80, 18]",Several murders have taken place through out the city of Kolkata. A Serial killer is believed to be responsible. The mods operandi being that the killer always caries out the murder according to verses in Bengali poetry. He leaves behind the verses next to the victim. The police are baffled. There lead detective struggles to solve the case. This leads to his superiors deciding to bring back an ex-cop to help solve the case. The ex-cop was suspended for orchestrating a fake encounter and is well known for his bad temperament. Now the ex-cop and the lead detective must work together to catch the serial killer before another innocent loses his life.,anger,90843.0,https://image.tmdb.org/t/p/w500/l01wF0ImU8I2Mr1lb5zODooqnht.jpg,['Hoichoi'],https://www.themoviedb.org/movie/90843/watch?locale=PE,True
tt2078763,movie,Vaagai Sooda Vaa,"[35, 18, 10749]","Veluthambi, who aspires for a government job, finds himself teaching poor children in a village. When he learns that they are appointed as bonded labourers, he decides to bring about a change.",anger,115271.0,https://image.tmdb.org/t/p/w500/xYv0VsgkvHXcyorhQkcLFADTAAi.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/115271/watch?locale=PE,True
tt2082197,movie,Barfi!,"[35, 18, 10749]",Three young people learn that love can neither be defined nor contained by society's definition of normal and abnormal.,sadness,127501.0,https://image.tmdb.org/t/p/w500/8lVuWmArvr41CvyvpgI3elD5iB1.jpg,['Netflix'],https://www.themoviedb.org/movie/127501/watch?locale=PE,True
tt2084970,movie,The Imitation Game,"[-1, 18, 53]","Based on the real life story of legendary cryptanalyst Alan Turing, the film portrays the nail-biting race against time by Turing and his brilliant team of code-breakers at Britain's top-secret Government Code and Cypher School at Bletchley Park, during the darkest days of World War II.",anger,205596.0,https://image.tmdb.org/t/p/w500/zSqJ1qFq8NXFfi7JeIYMlzyR0dx.jpg,"['Netflix', 'HBO Max', 'DIRECTV GO']",https://www.themoviedb.org/movie/205596-the-imitation-game/watch?locale=PE,True
tt20850406,movie,Sita Ramam,"[28, 18, 9648]","Afreen, a rebellious Pakistani student sets ablaze the car of an Indian in London. Angered Afreen returns to Pakistan to ask for money from her grandfather that she has to pay in a month's time as damages. However, she gets to know that he is no more and the only thing he has left for her is a letter-delivering task, written by Ram to Sita. As Afreen sets out to find Ram, there begins her journey of discovering the secret behind the 20-year-old letter.",anger,894803.0,https://image.tmdb.org/t/p/w500/g3hk2wEeIsTGhh7JvK8yWFVR7ue.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/894803/watch?locale=PE,True
tt2096673,movie,Inside Out,"[12, 16, 35]","Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",joy,150540.0,https://image.tmdb.org/t/p/w500/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,['Disney Plus'],https://www.themoviedb.org/movie/150540-inside-out/watch?locale=PE,True
tt2119532,movie,Hacksaw Ridge,"[-1, 18, 36]","WWII American Army Medic Desmond T. Doss, who served during the Battle of Okinawa, refuses to kill people and becomes the first Conscientious Objector in American history to receive the Congressional Medal of Honor.",anger,324786.0,https://image.tmdb.org/t/p/w500/jcStBvbQt78tPeId5hC7a9jcDOK.jpg,"['Amazon Prime Video', 'HBO Max']",https://www.themoviedb.org/movie/324786-hacksaw-ridge/watch?locale=PE,True
tt21339834,movie,Son of a Mother,"[-1, 35, 99]","This film is for those who really miss Paulo Gustavo! 'SON OF A MOTHER' shows the delightful complicity between the actor and Dona Déa, his inspiration to create Dona Hermínia. With never-before-seen footage, the film follows the funny and exciting backstage of the artist's last tour. Get ready to laugh, cry and remember why Paulo Gustavo is unforgettable.",surprise,994468.0,https://image.tmdb.org/t/p/w500/xlrhqUsjRAEVOfbPwCyabUeILmI.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/994468-filho-da-mae/watch?locale=PE,True
tt2152896,movie,Subramaniapuram,"[28, 18, 53]","In 2008, a man is stabbed by a hooded figure just as he is released from prison. In 1980, five friends live a carefree life in Madurai until they commit a near-perfect crime but do not manage to get away with it.",joy,76850.0,https://image.tmdb.org/t/p/w500/5Jb6WET2E9Io3kq7Bfjw77kAfDz.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/76850/watch?locale=PE,True
tt2187090,movie,Raktha Kanneeru,"[35, 18]","A young Indian man becomes westernised and starts hating the Indian rituals and culture. He falls in love with a sex worker, but marries a girl from his village to fulfil his parents' wish.",anger,339860.0,https://image.tmdb.org/t/p/w500None,['Sun Nxt'],https://www.themoviedb.org/movie/339860/watch?locale=PE,True
tt2187153,movie,Thuppakki,"[28, 53]",An army captain is on a mission to track down and destroy a terrorist gang and deactivate the sleeper cells under its command.,anger,143010.0,https://image.tmdb.org/t/p/w500/uTQNCqMnSDbZghFYNmzDvTVD413.jpg,['Sun Nxt'],https://www.themoviedb.org/movie/143010/watch?locale=PE,True
tt21921074,movie,Ben Stokes: Phoenix from the Ashes,[99],"From breathtaking highs — a World Cup win, an astonishing last stand in the Ashes, and an inspiring England captaincy — to the lows — a trial for affray, personal tragedy, and mental health challenges, which saw him take time away from the game — the documentary follows Ben Stokes in an honest film about the man behind the extraordinary cricketer.",joy,1005998.0,https://image.tmdb.org/t/p/w500/2dhI59cpHdS65Y6y91QoAgGZR8l.jpg,['Amazon Prime Video'],https://www.themoviedb.org/movie/1005998-ben-stokes-phoenix-from-the-ashes/watch?locale=PE,True
tt22010428,movie,BTS: Permission to Dance on Stage - LA,"[99, 10402]","Purple colors the city of Los Angeles, as BTS brings their ""Permission to Dance"" concert to SoFi Stadium for the first time in two years. In a stadium radiating anticipation and cheer, splendid performances from ""On"" to ""Permission to Dance"" glorify the stage that now comes to life on screen. Be united once again by the power of music.",joy,1022102.0,https://image.tmdb.org/t/p/w500/9pNGRpOOQpZtqMLncEcQDv86OkW.jpg,['Disney Plus'],https://www.themoviedb.org/movie/1022102-bts-permission-to-dance-la/watch?locale=PE,True
tt2267998,movie,Gone Girl,"[18, 9648, 53]","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",joy,210577.0,https://image.tmdb.org/t/p/w500/lv5xShBIDPe7m4ufdlV0IAc7Avk.jpg,"['Netflix', 'Amazon Prime Video', 'Star Plus', 'HBO Max', 'MUBI']",https://www.themoviedb.org/movie/210577-gone-girl/watch?locale=PE,True
