tconst,titleType,primaryTitle,genres,Sinopsis
tt17677112,movie,Getting It Back: The Story of Cymande,"[-1, 99, -1]","In the racially turbulent UK of the early 70s, a group of black musicians came together in South London with a common love of rhythms and a message of peace. Cymande – with the dove as their symbol – combined jazz, funk, soul and Caribbean grooves to form a unique sound. Despite success in the USA they faced indifference in their native Britain, becoming disillusioned and disbanding. But the music lived on, as new generations of artists imbibed and reworked their pioneering sounds in fresh ways. From Soul II Soul to De La Soul, MC Solaar to The Fugees, the Dove had spread Cymande's message far and wide, prompting their return after forty years. This is their story."
tt17677996,movie,Santos - Skin to Skin,"[99, 10402]","Santos–Skin to Skin is a film portrait of community activist and seven-time Grammy nominee John Santos, a “keeper of the Afro-Caribbean flame.” Rich in unforgettable musical performances, Santos links the rhythms of his ancestors to contemporary struggles against urban gentrification, social inequality, and racial injustice. His hands on the skin of the conga peel back the legacy of colonialism while navigating the politics of culture and global migration. One of the world’s foremost exponents of Afro-Latin music, Santos, through his mixed Puerto Rican & Cape Verdean heritage, musical storytelling and legendary percussion classes, strives to unite and expand his kaleidoscopic audience."
tt17713780,movie,John Williams: The Berlin Concert,[10402],"John Williams has made cinematic history with his film scores and transported entire generations into his musical worlds. He has composed the soundtracks for cinema blockbusters such as ""Star Wars"", ""Jurassic Park"", ""E.T."" and ""Harry Potter"". In this concert, he conducts some of his most famous film classics. At the same time, this is his debut on the podium of the Berliner Philharmoniker. May the Force be with him ..."
tt1772303,movie,Mala Aai Vhhaychy!,"[18, 10751, 10402]","Surrogation has become a large scale business in India these days. This film is based on a true incident. Mary a photo model from a foreign country comes to India with a dream of becoming a mother. But, destiny has a different plan. Due to circumstances, if Mary denies to accept the child from a surrogate mother, then what ?"
tt1773274,movie,Alto do Minho,[99],
tt1773294,movie,Bad Blood: A Cautionary Tale,[99],"BAD BLOOD chronicles how a ""miracle"" treatment for hemophilia became an agent of death for 10,000 Americans."
tt1773441,movie,Gaalipata,"[35, -1, 10749]","Three friends, Ganesh (Ganesh), Diganth (Diganth) and Kitty (Rajesh Krishnan) come to Mugilupete. Ganesh falls in love with Sowmya (Daisy Bopanna), a widow, staying with her in-laws Kodandaram (Anant Nag) and Padma (Padmaja Rao) while Diganth and Kitty fall for Kodandaram's daughters Radha (Neethoo) and Pavani (Bhavana Rao) respectively.  While Diganth-Radha and Kitty-Pavani get the green signal for marriage, Sowmya is hesitant to accept Ganesh as her life partner. The director shows how Ganesh wins her heart in a unique way."
tt1773442,movie,Reportero,[99],"On the road with experienced journalist Sergio Haro from the Mexican magazine Zeta. Risking his own life, the reporter of the Mexican weekly magazine tirelessly fights corruption and the drug cartels."
tt1773629,movie,Polar,[10402],
tt1773764,movie,Ship of Theseus,[18],Three stories about persons forced to think about the ethics and moral issues raised by medical advances.
tt1774269,movie,A Backyard Story,[18],
tt1774326,movie,Come Home Raquel,[18],
tt1774367,movie,Evlänmäk istäyiräm,[35],After the story of same name of A.Hagverdiyev. Film is about young man called Shamil. He is not so rich but everybody respects him for his good mood. He fells love with Kembay's (he is richest treader in this town) daughter-Gulsum. But his father doesn't let them to be together.
tt1774395,movie,Heart 2 Heart,[18],"While holidaying in Bogor, Indah meets Pandu and they both fall in love. Their brief time together ends and Indah needs to return to her life in Jakarta."
tt1776114,movie,Centaur,"[18, 9648]",
tt1778338,movie,The Culture High,"[99, -1]",The Culture High tears into the very fibre of the modern day marijuana debate to reveal the truth behind the arguments and motives governing both those who support and oppose the existing pot laws.
tt1778359,movie,The Silent Truth,"[16, 80, 99]","Murder or Suicide? On a military base in Iraq, PFC LaVena Lynn Johnson is found dead, shot in the head. The Army rules it a suicide, however information obtained through the Freedom of Information Act, brings the Army's findings into question. Since the United States launched the Second Gulf War, over ninety-four women in the Military have died in Afghanistan or during Operation Iraqi Freedom. Of these deaths, some twenty occurred under extreme suspicious circumstances. The Department of Defense has characterized these deaths as 'non-combat' related injuries and as in LaVena's case, ruled six of them as suicides. 'The Silent Truth' follows the Johnson's search for truth and justice for their daughter"
tt1780786,movie,Born and Bred,"[28, 99, 18]",Born and Bred is a feature-length documentary film chronicling the lives of a new generation of young boxers fighting for their place in the American boxing capital of Los Angeles.
tt1780963,movie,Santiago,[18],
tt1781069,movie,Zeitgeist: Moving Forward,[99],"A presentation of a case for a needed transition out of the current socioeconomic monetary paradigm which governs the entire world society. This subject matter will transcend the issues of cultural relativism and traditional ideology and move to relate the core, empirical 'life ground' attributes of human and social survival, extrapolating those immutable natural laws into a new sustainable social paradigm called a 'Resource-Based Economy'."
tt1783234,movie,40 Point Plan,[18],"Set in 2017, a TV news-magazine host looks back at the major changes in America and the rest of 153 allied nations after the implementation of the 40 Point Plan five years earlier. Throughout the movie, various (future) newscasters ""read into reality"" stories that reveal an alternative world enjoying the effects of plan. While set in the future, attention to real names makes the plan look entirely possible."
tt1784739,movie,Zaustavljeni Glas,"[99, 36, 10752]","This is a story of the Croatian journalist Sinisa Glavasevic, the Croatian Radio station in Vukovar and sufferings of all Vukovar's inhabitants during the siege. At the same time this is also an archetypal story of love for one's own hometown, of integrity and responsibility of the individual who, at the hardest trials of his own conscience and responsibility, chooses to take the more difficult path, in circumstances where others - the average and the conformist - abandon ship. Sinisa decided to stay."
tt1788434,movie,Ricky,"[35, 10749]",A struggling actor begins a strict exercise regimen in the hope that his newly toned body will help him win back his girlfriend.
tt17888396,movie,Rhymes,[53],
tt1789083,movie,The Weight of Chains,"[99, 36, -1]","The Weight of Chains is a Canadian documentary film that takes a critical look at the role that the US, NATO and the EU played in the tragic breakup of a once peaceful and prosperous European state - Yugoslavia. The film, bursting with rare stock footage never before seen by Western audiences, is a creative first-hand look at why the West intervened in the Yugoslav conflict, with an impressive roster of interviews with academics, diplomats, media personalities and ordinary citizens of the former Yugoslav republics. This film also presents positive stories from the Yugoslav wars - people helping each other regardless of their ethnic background, stories of bravery and self-sacrifice."
tt1789810,movie,José and Pilar,"[-1, 99]","A deeply moving story about love, loss and literature, this documentary follows the days of José Saramago, the Nobel-laureate Portuguese novelist, and his wife, Pilar del Río. The film shows their whirlwind life of international travel, his passion for completing his masterpiece ""The Elephant's Journey"", and how their love quietly sustains them throughout."
tt1791438,movie,9/11: Blueprint for Truth - The Architecture of Destruction,[99],"In this stunning multimedia presentation at a Canadian university, SF Bay Area architect, Richard Gage, AIA, provides a packed audience with a tough technical review of the overwhelming evidence of controlled demolition with explosives at all 3 WTC high-rise ""collapses"" - including WTC 7 - the 47 story high-rise, not hit by an airplane, which also fell at near free-speed on 9/11"
tt1791514,movie,"Giorgos Bagiokis, a Real Greek God!","[-1, 99]",
tt1792122,movie,Out the Gate,"[28, 80, 10402]","After a turn of unfortunate events in Jamaica, Everton leaves his home to make it big in the music business in America. Everything is not a bed of roses in Hollywood, but with struggles and perseverance he finds love and success, only to have it all threatened when the Don of LA (Paul Campbell) wants his dues."
tt1792588,movie,"The Big 4: Live from Sofia, Bulgaria","[99, 10402]","When the 'Big Four,' Metallica, Slayer, Megadeth and Anthrax, shared a stage together on June 22nd, 2010, in Sofia, Bulgaria, it was the moment their fans had waited for decades. That monumental show was beamed live into over 1000 theaters worldwide via satellite in a special HD cinematic event."
tt1792589,movie,Mitti,[18],"The movie mainly revolves around four characters with the protagonist being farmer Jeet Brar, who is also a `kisaan` leader. The four youngsters get involved with a corrupt politician Sardar Harmail Singh and get involved in crime and violence. They have no goals of their own. There is a love tringle introduced with two of the men and Neeru, the daughter of an NRI, who is forbidden from meeting the group by her father. A virtuous journalist called Sarabjit is on Harmail Singh`s trail, as he wants to expose the truth to the people of the state. What happens when he persists? Will love beat crime?"
tt1792613,movie,Scrapper,[99],"As the global war on terror takes a heavy toll on some local economies, a defiant group of desert outlaws turn an active US military bombing range near the Mexican border into their own free-enterprise zone of extreme survival."
tt1794825,movie,Riding the Stallion of a Dream,[18],"Irya, a gravedigger, believes that someone in the village dies every time he dreams of Siddhas. But things change when no death occurs despite him seeing an ascetic in his dreams."
tt1795369,movie,National Theatre Live: Frankenstein,"[18, 27, -1]","Childlike in his innocence but grotesque in form, Frankenstein’s bewildered creature is cast out into a hostile universe by his horror-struck maker. Meeting with cruelty wherever he goes, the friendless Creature, increasingly desperate and vengeful, determines to track down his creator and strike a terrifying deal.  Urgent concerns of scientific responsibility, parental neglect, cognitive development and the nature of good and evil are embedded within this thrilling and deeply disturbing tale."
tt1796580,movie,Orr Eravuu,"[27, 9648, 53]",A Paranormal Investigator's one night experience of his 19th and last case in a haunted house at Munnar.
tt1798709,movie,Her,"[18, 10749, -1]","In the not so distant future, Theodore, a lonely writer, purchases a newly developed operating system designed to meet the user's every need. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all."
tt1800265,movie,Broken Tail,[99],Gain an immediate insight into the pressures on the decreasing tiger population in India by following the sad trail of one young tiger who left the Ranthambore preserve.
tt1800665,movie,Andrew Bird: Fever Year,"[-1, 99, 10402]","The acclaimed musician's rigorous touring year culminates in perpetual fever as he crosses the finish line on crutches from an onstage injury. Concert documentary features collaborators Martin Dosh, Annie Clark of St. Vincent, and others."
tt1801071,movie,See You in Montevideo,"[12, -1, 35]","A football team from Belgrade, former Republic of Yugoslavia gets a chance to go to the First World Football Championship, but things get complicated along the way."
tt1805263,movie,I Am Kalam,"[35, 18, 10751]","The film celebrates the survival of the human spirit against overwhelming odds and highlights the need for underprivileged children's education. Its a film based on former indian president A.P.J. Abdul Kalam and is aimed at inspiring the poor to educate their children. Written by DaGambit Chhotu's peasant village is ruined by drought, so his ma drops the boy with uncle Bhati, who runs a tea stand at the city outskirts. Clever Chottu, who calls himself Kalam after the self-made Indian president, soon outsmarts uncle's adult assistant and makes friends with the loneliest boy in the palace, now a hotel, a prince his age."
tt1806837,movie,Chickens in the Shadows,"[35, 10402]","In 1979, Toasters ‘N’ Moose formed, put out one album, and disbanded. Now 30 years later, their old manager (and his niece) has brought them together again for a 3 day tour of Northern California. Featuring their now classic hit “Rock Your Body Home” and live performances of many more great songs, our cameras follow on this less-than-historic tour."
tt1806896,movie,Eldsjälen,"[18, 14, 10749]","In a near future the government decides to save money on psychiatric care. Josh, a mute war victim, is let out on the cold, gritty streets where he befriends the beautiful Maria who hides a horrible secret."
tt1806905,movie,Exit 727,"[28, 80, 18]",
tt1807022,movie,Super,[18],"Super (Kannada: ಸೂಪರ್, Telugu: సూపర్) (originally known only by Vitarka Mudrā hand symbol) is a 2010 Indian multilingual film written and directed by Upendra.  This utopian film garnered extraordinary reception from critics and the general public for its revolutionary concept of a contrasting futuristic India set in the year 2030, and the contemporary image of India.  With the title of the film depicted only by a symbol, it features Upendra and Nayantara in lead roles and is produced by Rockline Venkatesh, while V. Harikrishna has scored the music. Raking in more than Rs 100 million through satellite television and audio rights even before release, it was declared a superhit in Kannada where it grossed a record Rs 25 million in first three days of the opening weekend. The film grossed over 50 crore (US$9.05 million) and has been declared one of the biggest blockbusters of Kannada cinema."
tt1807058,movie,Wounderland,"[99, 18]",
tt18072950,movie,Gully Gang,"[28, 10749]",
tt18076786,movie,Dying to Sleep,"[18, 9648, 53]","Terrifying nightmares, a broken family, and a mysterious Holistic Doctor, haunt Mary as she searches for the strength to find forgiveness amongst dark betrayals."
tt1809387,movie,The War You Don't See,"[99, 10752]","This film investigates how the media has reported war, from the First World War to the present day."
tt1810781,movie,The Black Dahlia Murder: Majesty,"[99, 10402]","The Black Dahlia Murder’s DVD Majesty is one part Jackass, one part Animal House and one part metal video. The band members smoke colossal amounts of weed, chug gallons of beer from two-story tall funnels, gulp whiskey and Jagermeister from the bottle and eat every processed meat sold at truck stops. The Majesty DVD set also contains a second disc with live performances and video."
tt1813719,movie,To Be King,"[28, 18, 10749]",
tt1813750,movie,When Playboys Ruled the World,[99],"Produced by ITV Sport, When Playboys Ruled the World is a documentary that takes a look at the lives of 1970s legends Barry Sheene and James Hunt. First aired back in 2010, the documentary mixes period race footage, original interviews with Hunt and Sheene and conversations with friends and family. People like Stephanie Sheene, David Hunt, Sir Stirling Moss, Max Mosley, Murray Walker, Max Clifford and Kelvin MacKenzie provide an interesting perspective on how things were back then. If you haven't seen it already, get some cold beers and get ready to be transported back into a time that was magical..."
tt1814642,movie,Bad Hero,"[35, 80, 18]",Jason known as the boss of the drug dealer's playground catches a man kidnapping TV star Linda Murphy.
tt1815609,movie,Bedeni,[18],
tt1815726,movie,Gosht Choti Dongraevadhi,[18],"In a village where farmers struggle to make ends meet, Rajaram returns to sell his land. However, his mother dissuades him from doing so. Meanwhile, his friend Nandu is burdened by a huge debt."
tt18163024,movie,Cherasaala,"[80, 18, 10749]",
tt1817263,movie,The Holloway Story,"[9648, 53]",
tt18183916,movie,Star War the Third Gathers: The Backstroke of the West,"[28, 35, -1]",
tt18184122,movie,Redrum,"[9648, 53]","Famous musician Sohel is found dead in his bedroom. His wife Neela was sleeping peacefully when the body is discovered. Sohel's childhood friend detective Rashed took charge of the investigation. Although Neela seems to be the prime suspect, everyone around Shohel is not telling the truth. When the present is not serving Rashed anything fruitful, he dives into the past. Unsetting events start to unveil and we learn that lie is nothing but a badly expressed truth. How Sohel was killed?"
tt1819733,movie,USS Franklin: Honor Restored,[99],"The USS Franklin survived a direct armor-piercing bomb in the last year of World War II, just eighty kilometers off the coast of Japan.  This documentary explores the chaos and heroism of the surviving men of ""Big Ben"", as they recount how their lives were changed forever."
tt1821317,movie,Aadukalam,"[28, 18, 10749]","Pettaikaaran is famous in his town for an impeccable track record of successes in rooster fights. When one of his aides, Karuppu, goes against his word in a fight, it leads to an enmity between them."
tt1821480,movie,Kahaani,"[9648, 53]","Pregnant and alone in the city of Kolkata, a woman begins a relentless search for her missing husband, only to find that nothing is what it seems."
tt1821682,movie,Traffic,"[28, 12, 9648]",An emotional thriller based on a road trip from Kochi to Palakkad. Inspired from the real events that happened in Chennai.
tt1822163,movie,Amiri & Aroha,[18],"A gripping drama, ""Amiri &amp; Aroha,"" a Māori take on Romeo and Juliet is set against a background of gang rivalry and betrayal filmed on New Zealand's stunning East Cape. Featuring an outstanding ensemble cast, including Kristel Day (who co-produced with David Whittet), Michael Hollis, Cushla Tangaere, Shayne Biddle (recently acclaimed for his performance in the Strength of Water) and Walter Walsh. The original music, including two haunting Māori songs, was composed and performed by Tia Takarangi-Chan."
tt1822266,movie,Mumbai Pune Mumbai,"[18, 10749]","A girl from Mumbai who comes to Pune to meet a prospective groom, with the idea of rejecting him, ends up spending the day with a complete stranger."
tt1822319,movie,Sweet Ninja Brown,"[28, 12, 35]","Do you love super soul, karate, kung-fu action!?! Pimps? Hoes? Homosexual gangsters? China-men? Jews? Then you'll love Sweet Ninja Brown! We follow Leon Brown as he tries to find a job, earn the rent money and hopefully get his girlfriend back. Leon is taught the ways of the Ninja Warrior by Master Bukake and his flamboyant side-kick Bernardo. They all eventually take on Steve (Beef Broccoli) Chong and Nikki (Snatch) Pussateri in a giant warehouse battle royale. Sweet Ninja Brown is a hilarious Blaxploitation, Martial Arts, Slap Stick comedy that will leave any audience laughing."
tt1825163,movie,The Light Bulb Conspiracy,[99],"Once upon a time... consumer goods were built to last. Then, in the 1920’s, a group of businessmen realized that the longer their product lasted, the less money they made, thus Planned Obsolescence was born, and manufacturers have been engineering products to fail ever since.  Combining investigative research and rare archive footage with analysis by those working on ways to save both the economy and the environment, this documentary charts the creation of ‘engineering to fail’, its rise to prominence and its recent fall from grace."
tt1826009,movie,The Passing Show: The Life and Music of Ronnie Lane,[99],"BBC documentary on the Small Faces' Ronnie Lane, which has since had its own standalone DVD release."
tt1826019,movie,The Wind of Al Amal,[99],
tt18264980,movie,Franklin,"[12, 99, 36]",Eighth-generation Tasmanian and environmentalist Oliver Cassidy embarks on a life-changing solo rafting trip down the beautiful yet remote Franklin River. His goal is to retrace his late father’s 14-day expedition to attend the blockade that helped save the World-Heritage listed national park from being destroyed by a huge hydroelectric dam project in the early 1980s.
tt1826603,movie,Asmaa,[18],A woman who suffers from AIDS decides not to surrender to the fatal disease. She exerts huge efforts in trying to recover or by helping those who suffer the same disease by giving them glimmers of hope.
tt18266472,movie,Sukhee,[18],"Sukhpreet ‘Sukhee’ Kalra, a 38-year-old Punjabi housewife, goes to Delhi to attend her school reunion. Sukhee relives the 17-year-old version of herself whilst going through a plethora of experiences in a span of just seven days, coming out rekindled, reborn and making the most difficult transition in her life – from being a wife and a mother to being a woman again."
tt1826692,movie,Fools on the Hill,[99],"A film about political ethics and legislative incompetence that follows one man's attempts to require politicians to actually read the Bills they are passing -- which, strangely, is not currently required anywhere in the U.S."
tt18272676,movie,"Sex, Love, Misery: New New York",[99],"Swiping. Dating. Ghosting. Have you wondered what was really going on in your date's head? ""Sex, Love, Misery"" reveals candid thoughts and encounters between diverse singles looking to mingle or marry, from initial texts to hook ups and beyond."
tt1828232,movie,Life Cycles,"[99, -1]","Life Cycles tells a spectacular story of the bike, from its creation to its eventual demise. A visually stunning journey, with thought provoking narration, Life Cycles uses Ultra HD to document the many stories surrounding the mountain bike and its culture. Ride along into breath taking natural settings, as we battle the elements, showcase the progression of riding, take a road trip, fix the bike, and show the destruction and eventual creation of trails. Semenuk, Hopkins, Schwartz, McIntosh, McCaul Agassiz, Hunter and Vanderham guide you through this wonderful story. Life Cycles is a celebration of the bicycle, and is sure to entertain anyone who has ever ridden one."
tt1828247,movie,Money as Debt,"[16, 99]","Paul Grignon's 47-minute animated presentation of ""Money as Debt"" tells in very simple and effective graphic terms what money is and how it is being created"
tt18283374,movie,Human Nature,[12],Sophie (30) decides to hike 500 kilometers through the Arctic region of Norway. She wants to get away from the pressure everyday life. But life at home doesn't seem to understand her desire to go be by herself.
tt18298296,movie,Sorry Karma Returns,"[80, 9648, 53]",
tt1830802,movie,Shala,[10749],"Set in the 70's in rural India, four 9th grade kids were writing their destiny. Joshi (14) is madly in love with Shirodkar (14) a beautiful Indian looking girl. Both study in the same class. The age old question ""What is love anyway?"""
tt18311204,movie,Trance: The Cathy O'Brien Story,[99],
tt18315752,movie,"From Meir, to Meir",[99],"The filmmaker goes to discover Meir the village where her great-grandparents were born, the place her grandparents left, but continued to love. When she goes, she discovers a village that people are trying to leave."
tt1831602,movie,Carmen G,"[18, 53]",Carmen lives in the world of dreams. Her biggest dream dreams is to find her lost son. An unavoidable fate and cruel people present themselves as Carmen is entering the world by herself.
tt1832382,movie,A Separation,[18],A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
tt18344644,movie,Nasoor,"[28, 80, 18]",
tt18358198,movie,Blank,[53],
tt1835901,movie,Babu Band Baja,[18],
tt1835989,movie,The History of Iron Maiden: Part 2,"[99, 10402]","Continuation of ""The History Of Iron Maiden"" documentary series, which began with The History of Iron Maiden – Part 1: The Early Days. Band members, crew, friends and associates talk about the period in the band's career which saw the writing, recording and release of the Powerslave album, the following World Slavery Tour and the recording of the Live After Death album."
tt18372444,movie,National Theatre Live: Leopoldstadt,[18],"At the beginning of the 20th century, Leopoldstadt was the old, crowded Jewish quarter of Vienna, Austria. But Hermann Merz, a factory owner and baptised Jew now married to Catholic Gretl, has moved up in the world.  We follow his family’s story across half a century, passing through the convulsions of war, revolution, impoverishment, annexation by Nazi Germany and the Holocaust. A company of 40 actors represent each generation of the family in this epic, but intimate play."
tt18380842,movie,Picando alante,[35],"In hopes of solving a financial crisis at home, Marysol, youngest sibling and agronomy student, decides to dabble in the medical cannabis growing industry. When she faces its high costs and government regulations, she must convince her parents of starting a clandestine operation at home while they can meet the legal requirements. The dysfunctional family then embarks on an adventure that promises to bring them closer as a family. But things get complicated when, due to lack of experience, they end up in business with the wrong people. Under the eye of the authorities and without realizing, this family will face their worst enemy: themselves."
tt18382378,movie,Nobody Knows Casper,"[-1, 99]","A young man from Odense becomes a YouTube star with the channel ‘Ask Casper’. But where does the (self-)ironic staging end, and who is the real Casper when the webcam is off?"
tt1840328,movie,Green Fire,"[-1, 99]",
tt1843234,movie,Our Generation,"[99, 36, -1]","Our Generation is a 2010 Australian documentary film about the struggle of Aboriginal Australians in the Northern Territory to retain their land, culture and freedom."
tt1843956,movie,John Wayne Parr: Blessed with Venom,[-1],"Chronicling the life and career of Australian Muay Thai superstar and 7 times World Champion, John Wayne Parr."
tt1843978,movie,Lynching Charlie Lynch,[99],"In 2006, Charlie Lynch was invited by the civic leaders of Morro Bay, CA to open a medical marijuana dispensary within the city limits. Offered a business license and asked to join the Chamber of Commerce, Lynch opened and maintained his business according to the most rigorous standards available. However, marijuana remains a Class 1 narcotic according to the DEA, and Lynch's business soon became the target of a large Federal investigation. This film explores the horrific descent into hell faced by Mr. Lynch - previously a law abiding citizen without so much as a speeding ticket, as he is cast as a Pablo Escobar and thrown into Federal detention."
tt1845810,movie,Kuklalar,[18],This half biographic movie is about 6 young teenager boys' working as a muppet in the Baku Boulevard and early 90's diplomatic situation in Baku.
tt1847549,movie,Ballymun Lullaby,[99],"Music teacher Ron Cooney has been working in the Republic of Ireland's only high-rise housing estate for fifteen years. During this time he has seen the area undergo a dramatic transformation, including the demolition of six of it's seven tower blocks. Ron's ambition is to create a 'world class' collection of music for his talented students to play and write lyrics for. This music will challenge the negative views many still hold of the area - views that have the potential to hold his students back, and undermine the aims of the Ballymun Music Programme."
tt1848838,movie,Cup of Dreams,"[99, -1]",
tt1850451,movie,The Tradesmen,"[99, 18, 36]",
tt1851841,movie,Aaghaat,[18],"Dr Smita and her senior, Dr Khurana, become rivals when she opposes a decision made by him during an operation. When he uses his influence to dismiss her, she gets an inquiry set up against him."
tt1852085,movie,Reflections and Warnings: An Interview with Aaron Russo,[99],"In an historic final interview, filmmaker and music promoter Aaron Russo goes in depth on the insider-knowledge given to him by a member of the Rockefeller family. Russo was told– prior to 9/11– of plans to stage terror attacks, invade foreign nations, and kickstart a high-tech police state control grid that would track the populations’ every move with implantable RFID microchips. This information-packed presentation is filled with never-before seen footage. Throughout the film, Alex Jones breaks down the latest activities of the New World Order and how it ties into what Russo predicted."
tt1852112,movie,Svet Koji Nestaje,[99],"It is a love story. When the twelve-breasted boar's sow farrows thirteen piglets, not having enough ""sucking space"" for the thirteenth, she rejects it and for the most part such piglets die. This drama from the world of animals paints the harshness of nature to the unwanted ""thirteenth piglet"", which we named Gile Baksuz (Gile Bad Luck). The rejected piglet is taken and given shelter by another species - a roe and her fawn..."
tt1852949,movie,Top Priority: The Terror Within,"[80, 99, 18]","Federal officer with the Department of Homeland Security discovers a national security breach related to the entry of 23 aliens from terrorist countries into the United States. Customs and Border Protection Commissioner, former head of the DEA Robert Bonner can't afford any more media scrutiny, since his incompetence was already exposed in the NASA 'Challenger' disaster. To avoid the scandal, the full might of the government is unleashed against Julia Davis, her family and witnesses. This retaliation reaches an unprecedented magnitude, including four unexplained deaths, Hollywood and the Mafia, false imprisonments and the use of Blackhawk helicopters and airplanes for warrantless surveillance. Amidst many shocking revelations, this documentary provides a new insight into the deaths of well-known Hollywood figures unwittingly dragged into this scandal.  The truth is no longer a secret."
tt1853563,movie,Foo Fighters: Back and Forth,"[99, 10402]","FOO FIGHTERS BACK AND FORTH chronicles the 16 year history of the Foo Fighters: from the band's very first songs created as cassette demos Dave Grohl recorded during his tenure as Nirvana's drummer, through its ascent to their Grammy-winning, multi-platinum, arena and stadium headlining status as one of the biggest rock bands on the planet."
tt1853724,movie,Totality,"[99, 10402]","A unique look at total eclipses, capturing the experience within the scenery of a wide range of settings around the planet, from ancient ruins to city skylines. Totality is constantly growing as a film, as it represents ""a lifelong dance with the Moon's shadow"". Thus far the film has been shot on location in Venezuela, France, Turkey, China and Easter Island. Mallery also composes the original score for each segment as the film progresses."
tt1853728,movie,Django Unchained,"[18, 37]","With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner."
tt1854524,movie,Ecumenopolis: City Without Limits,[99],"Ecumenopolis: City Without Limits"" tells the story of Istanbul and other Mega-Cities on a neo-liberal course to destruction. It follows the story of a migrant family from the demolition of their neighborhood to their on-going struggle for housing rights. The film takes a look at the city on a macro level and through the eyes of experts, going from the tops of mushrooming skyscrapers to the depths of the railway tunnel under the Bosphorous strait; from the historic neighborhoods in the south to the forests in the north; from isolated islands of poverty to the villas of the rich. It's an Istanbul going from 15 million to 30 million. It's an Istanbul going from 2 million cars to 8 million. It's the Istanbul of the future that will soon engulf the entire region. It's an Istanbul nobody has ever seen before."
tt1855167,movie,Das ist ja das Leben selbst!,"[18, 10749]",
tt1855315,movie,Precious Knowledge,"[99, 18, 10751]","Disenfranchised high school seniors become academic warriors and community leaders in Tucson, Arizona's embattled Ethnic Studies classes while state lawmakers attempt to eliminate the program."
tt18555546,movie,T,[-1],"Meghna, born as Vishnu, is subjected to abuse for exhibiting feminine behavior. She later turns to sex work in the Kinnar locality to explore her sexuality. After getting a corporate job, Meghna is terminated when her transgender identity is discovered. She undergoes sex reassignment surgery and starts working as India's first transgender taxi driver. Meghna becomes an advocate for the kinnar community and engages in social work to help improve their lives. Despite facing opposition and violence, Meghna remains dedicated to her cause and becomes a leader of her community."
tt18555994,movie,Kapala,"[27, 53]",
tt18559904,movie,Mr. Pregnant,"[28, 35, 18]","Gautham, a renowned tattoo artist marries his love Mahi,under the condition that they won't have children. When Mahi becomes pregnant, Gautham, who strongly dislikes kids, struggles with this situation and surprisingly decides to carry the baby himself."
tt1856101,movie,Blade Runner 2049,"[28, 18, 9648]","Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years."
tt18568902,movie,Kaun Pravin Tambe?,"[-1, 18, -1]",Mumbai-born leg-spinner Pravin Tambe made his debut in professional cricket at the age of 41 in the IPL for Rajasthan Royals in 2013 not having played any international or even first-class cricket before that. The story traces the extraordinary journey of Tambe as he became the oldest debutant - at an age when most cricketers have retired or are on the verge of retirement - a modern-day fable of an underdog who fought against his destiny.
tt1857670,movie,Deiva Thirumagal,[18],"An intellectually disabled man fights for custody of his 7-year-old daughter, and in the process teaches his opponent lawyer the value of love and family."
tt1858774,movie,Refuge from the Storm,[18],"While working at a night club, Linda meets Steve, an aspiring writer who, in his search for the ""Meaning of Life"", gets pulled into a world of drugs and spiritual darkness propagated by Katrine, the nightclub owner. Linda begins to see beyond Katrine's world, with the knowledge she receives from a total stranger. With a fearless attitude she conquers the darkness in her own life, and unknowingly changes the course of many lives along the way."
tt1863174,movie,"Carne, Osso","[99, 18, -1]",A documentary focused on exposing the poor work conditions of Brazilian factory workers in the meat industry.
tt1863292,movie,Khel Mandala,[18],"With the delicate father-daughter relationship at the centre, the tale gyrates around the life of the son of a poor puppeteer - Dasu. His zest for the city of Mumbai brings him to the city with his dreams to grow rich. However all his dreams get shattered with the harsh realities of life. Soon as he begins to settle in, he finds an abandoned girl child. He takes up the responsibility to nurture the baby but soon realises that she is blind, deaf and mute!"
tt1864253,movie,Alias Ruby Blade,[99],"Kirsty Sword Gusmão went to Timor-Leste to document injustice in an area closed to Western journalists. Over the next decade, she became the lynchpin that sustained the nation’s harrowing struggle for independence and met the man who would redefine the cause for which she was fighting. Using astonishing footage of the years-long resistance, director Alex Meillier presents a highly personal account of the courage needed to create a new democracy in modern times."
tt1864267,movie,"Baseball, Dennis & The French",[99],"Baseball, Dennis & the French tells the true story of Paul Croshaw, longtime liberal activist and connoisseur of French films, who amazed his family, friends and himself by becoming a churchgoing, conservative Christian after years of listening to nationally syndicated radio host Dennis Prager."
tt1865410,movie,Inside Acting,[99],
