tconst,titleType,primaryTitle,genres,emocion
tt1864253,movie,Alias Ruby Blade,[99],joy
tt1864267,movie,"Baseball, Dennis & The French",[99],anger
tt1865505,movie,Song of the Sea,"[12, 16, 18]",joy
tt1866221,movie,Polar Bears: Spy on the Ice,[99],joy
tt18687124,movie,BTS Permission to Dance on Stage - Seoul: Live Viewing,[99],joy
tt1869790,movie,Uçurtmam tellere takildi,"[-1, 99, 10402]",anger
tt1870467,movie,Magyar Retró,[99],joy
tt1873633,movie,Warriors of the Discotheque: The Feature length Starck Club Documentary,[99],joy
tt1874516,movie,Madame,"[99, 36]",joy
tt1874601,movie,Lessons in Forgetting,[18],fear
tt1881010,movie,Milana,[10749],joy
tt1884254,movie,Birami Sahar (Sick City),[18],anger
tt1884273,movie,The Barefoot Bandit Documentary,"[12, -1, 99]",fear
tt1885198,movie,Badai di Ujung Negeri,[12],anger
tt1885200,movie,Balandra Crossing,"[28, 35]",anger
tt1887852,movie,Roller Dreams,[99],joy
tt1891742,movie,Ajan henki,[99],anger
tt1891757,movie,Bol,[18],anger
tt1891825,movie,Human Resources: Social Engineering in the 20th Century,[99],anger
tt18920258,movie,Quota - The Reservation,"[18, 36, 53]",anger
tt1893196,movie,ADD & Loving It?!,"[-1, 35, 99]",joy
tt18938184,movie,Phantom: The Musical Live,"[18, -1, 10749]",anger
tt1894470,movie,Green Guild,"[-1, 99, 36]",fear
tt1895484,movie,Model Minority,[18],joy
tt1895587,movie,Spotlight,"[-1, 80, 18]",anger
tt18968266,movie,South Beach Shark Club: Legends and Lore of the South Florida Shark Hunters,"[99, -1]",fear
tt1904833,movie,Akkarakazhchakal - The Movie,[35],sadness
tt1906386,movie,Guerrilla,"[18, 36, 10752]",anger
tt19078322,movie,The Bitter Orange,"[18, 10749]",sadness
tt1918969,movie,Amar Bondhu Rashed,[10752],anger
tt1920888,movie,Damu,[10751],anger
tt1922545,movie,Anjathe,"[28, 18, 53]",anger
tt1924440,movie,Walking to School,[18],anger
tt1928296,movie,The Reality of Me (TROM),[99],joy
tt1929205,movie,Brother Number One,[99],anger
tt19316010,movie,Miracle at Manchester,[10751],joy
tt1933535,movie,AC/DC: Live at River Plate,[10402],joy
tt1935109,movie,Dipu Number 2,"[12, 10751]",anger
tt1935156,movie,Jodorowsky's Dune,[99],joy
tt1935826,movie,Into the Fire,"[80, 99, 36]",anger
tt19366946,movie,Cinta Subuh,"[18, 10749]",joy
tt19380934,movie,Memories from the North,[99],love
tt19382948,movie,Buddies,[18],anger
tt19383926,movie,Seventeen Power of Love,"[99, 10402]",joy
tt19393978,movie,Strangers,[18],fear
tt19407666,movie,Double Down South,"[18, 53]",joy
tt1941476,movie,Cancer is Curable NOW,[99],joy
tt1945218,movie,Tora Bora,[18],sadness
tt1948644,movie,Three Days Grace: Live at the Palace 2008,"[99, 10402]",joy
tt1949112,movie,Muse: Absolution Tour,"[99, 10402]",joy
tt1949574,movie,Pearls of the Far East,"[18, 10749]",anger
tt1950186,movie,Ford v Ferrari,"[28, -1, 18]",anger
tt1951087,movie,Bom,"[99, 36]",joy
tt1954470,movie,Gangs of Wasseypur,"[28, 35, 80]",anger
tt1954955,movie,The Money Masters,[99],anger
tt1956416,movie,Adams Apples,[18],joy
tt1961438,movie,Nicky's Family,"[99, 36]",joy
tt19636300,movie,Geetha,"[28, 18, 27]",anger
tt1967526,movie,JLS: Eyes Wide Open 3D,[99],joy
tt1975869,movie,Decalogue,[18],anger
tt19767452,movie,Purushothama,"[80, 9648, 53]",fear
tt1977750,movie,Cidadão Boilesen,[99],anger
tt19783714,movie,"Luxembourg, Luxembourg",[35],joy
tt1978425,movie,Grey Sheep,"[35, 18]",sadness
tt1979320,movie,Rush,"[28, -1, 18]",anger
tt19796632,movie,The Cave of Adullam,[99],sadness
tt19796996,movie,Lowndes County and the Road to Black Power,[99],anger
tt19797804,movie,Love in Ukraine,"[28, 10749]",anger
tt19799186,movie,National Theatre Live: Henry V,[18],anger
tt19799764,movie,Kehvatlal Parivar,[35],joy
tt1980038,movie,Anatomy of the Tide,[18],fear
tt1980298,movie,Wild Hungary - A Water Wonderland,[99],anger
tt19812518,movie,The Lost Weekend: A Love Story,[99],surprise
tt1982854,movie,The (R)evolution of Immortal Technique,"[-1, 99, 10402]",sadness
tt1985100,movie,Haajar Bachhar Dhorey,"[18, 10751, -1]",anger
tt1985260,movie,Our Garden of Eden,[99],joy
tt19853258,movie,Still: A Michael J. Fox Movie,"[-1, 99]",sadness
tt19863180,movie,The Harbingers of Things to Come,[99],joy
tt1986816,movie,Doina groparilor,"[99, 18]",anger
tt19872700,movie,Animator vs. Animation V,"[28, 12, 16]",fear
tt1987585,movie,I Ain't Scared of You: A Tribute to Bernie Mac,"[-1, 35, 99]",joy
tt19879660,movie,Dharmaveer,"[-1, 80, 18]",anger
tt19887224,movie,Life to the Limit,[99],sadness
tt19888864,movie,10 Billion Mouths,[99],anger
tt1989425,movie,1395 Days Without Red,[18],fear
tt1991059,movie,Halloween Party,[35],anger
tt1992168,movie,Köpäk,[18],sadness
tt1993286,movie,Beyond the Myth: A Film About Pit Bulls and Breed Discrimination,[99],anger
tt1995465,movie,The Love of Books: A Sarajevo Story,[18],joy
tt19996158,movie,Funral,[18],sadness
tt2007972,movie,Kusume Rumal,"[18, -1, 10749]",sadness
tt2008009,movie,The Clock,[18],anger
tt2010915,movie,Beladingala Baale,"[18, 14, 10749]",fear
tt2011163,movie,O'mast,"[-1, 99]",joy
tt2011314,movie,The Prodigy: World's on Fire,[99],joy
tt20115766,movie,Knox Goes Away,[53],fear
tt2015381,movie,Guardians of the Galaxy,"[28, 12, 35]",anger
tt2016259,movie,Peace Out,"[99, 36, -1]",joy
tt2018149,movie,The Pink Room,"[99, 18]",joy
tt20194044,movie,The Greatest Game,"[99, -1]",joy
tt20216624,movie,Bucky F*cking Dent,"[35, 18, 10749]",sadness
tt20220796,movie,Emuthi Puthi,"[35, 18]",anger
tt20221818,movie,Anima: My Father's Dresses,[99],anger
tt2022410,movie,Greencastle,[18],anger
tt2022522,movie,Runway,[18],fear
tt2023462,movie,Eight Full Moons,"[99, 10752]",joy
tt20240740,movie,Little Mix: The Last Show (For Now...),[10402],joy
tt2024544,movie,12 Years a Slave,"[-1, 18, 36]",sadness
tt20255028,movie,Uproar,[18],joy
tt20256528,movie,What Is a Woman?,[99],anger
tt2025672,movie,Strong,"[12, 99, 18]",joy
tt2028530,movie,Paradise Lost 3: Purgatory,"[80, 99]",joy
tt20315818,movie,Ezra,[35],joy
tt2034742,movie,Mr. Viral,"[35, 18, 53]",anger
tt20356178,movie,The Troubles: A Dublin Story,"[80, 18]",anger
tt20365920,movie,Guardians of the Formula,"[18, 36, 53]",anger
tt2041529,movie,Tomorrow We Disappear,"[99, 18]",joy
tt20417104,movie,Carlos,[99],joy
tt2042702,movie,Uspomene 677,[99],anger
tt20429556,movie,Exemplum,[53],anger
tt2044774,movie,The High,"[35, 18]",anger
tt2044863,movie,Starship,"[14, -1, -1]",joy
tt2047701,movie,Concrete Circus,[99],joy
tt2055577,movie,Acharya,"[-1, 18, 10402]",sadness
tt2055614,movie,Elusive Justice: The Search for Nazi War Criminals,[99],fear
tt2057953,movie,Kindness Is Contagious,"[99, 10751]",joy
tt2058651,movie,Maruti Mera Dosst,"[12, 16, 18]",anger
tt2061729,movie,The King,"[99, 10751, -1]",sadness
tt2062501,movie,Charles Laughton Directs 'the Night of the Hunter',[99],joy
tt2063612,movie,Billi & Theodore,"[35, 18]",anger
tt2065987,movie,Khelaghor,"[10749, 10752]",anger
tt20674132,movie,Birdeater,"[18, 53]",anger
tt2069972,movie,Vacuum,[18],joy
tt2070649,movie,Silenced,[18],anger
tt2070695,movie,I Send You This Place,"[99, 18]",anger
tt2070773,movie,Path of Souls,[18],sadness
tt2070855,movie,The Kings of Yorktown,"[35, 18]",anger
tt2070882,movie,The Social Reformer,"[28, 35, 18]",joy
tt2072028,movie,24 Hours - One Team. One Target.,"[28, 99, -1]",joy
tt2072137,movie,How We Played the Revolution,"[99, 36, 10402]",joy
tt2073077,movie,Shining Night: A Portrait of Composer Morten Lauridsen,"[-1, 99, 10402]",joy
tt2073679,movie,The Invisible Front,"[-1, 99, 18]",fear
tt2075108,movie,22 Shey Shraban,"[28, 80, 18]",anger
tt2075387,movie,Within Reach,[99],joy
tt2076252,movie,La reine malade,[99],joy
tt2076977,movie,Undaunted... The Early Life of Josh McDowell,"[-1, 18]",sadness
tt20771172,movie,Everybody's Oma,[99],anger
tt2077720,movie,Butch Walker: Out of Focus,"[-1, 99, 10402]",joy
tt2077886,movie,The Phantom of the Opera at the Royal Albert Hall,"[18, -1, 10749]",joy
tt20782654,movie,"Grid Down, Power Up",[99],fear
tt20784402,movie,Madhi,[-1],joy
tt2078763,movie,Vaagai Sooda Vaa,"[35, 18, 10749]",anger
tt2079566,movie,Rush: Time Machine 2011: Live in Cleveland,"[99, 10402]",joy
tt2079615,movie,Wolves Unleashed,"[12, 99, 10751]",joy
tt2081253,movie,Fight Like a Girl,"[99, 18, -1]",sadness
tt2082197,movie,Barfi!,"[35, 18, 10749]",sadness
tt2083271,movie,Nirvana: Live at the Paramount,"[99, 10402]",joy
tt20834670,movie,The Last Band on Stage,[99],sadness
tt2084078,movie,Roomless,"[35, 18]",sadness
tt2084970,movie,The Imitation Game,"[-1, 18, 53]",anger
tt20850406,movie,Sita Ramam,"[28, 18, 9648]",anger
tt2085783,movie,Deool,[18],anger
tt2090446,movie,A Fall from Freedom,"[99, 36]",anger
tt20912230,movie,Jovi & Lou,"[35, 18]",anger
tt20913276,movie,Ghoomer,"[18, -1]",sadness
tt2093206,movie,Placebo,[18],anger
tt2093235,movie,Starting from Scratch,"[35, 10749]",anger
tt2096562,movie,Once Upon a Time in the East,[99],fear
tt2096673,movie,Inside Out,"[12, 16, 35]",joy
tt2099588,movie,With My Heart in Yambo,[99],anger
tt21040162,movie,A Kind of Kidnapping,"[35, 80, 18]",anger
tt2104858,movie,Beast Wishes,"[-1, 35, 99]",joy
tt2104994,movie,Steve Jobs: The Lost Interview,[99],anger
tt21059844,movie,Srirangapuram,[28],joy
tt2106476,movie,The Hunt,[18],joy
tt21065336,movie,Dickie V,[99],joy
tt2106576,movie,Oblak,[99],sadness
tt2106719,movie,The Russian Winter,"[-1, 99, 18]",anger
tt21069376,movie,Depraved Mind,[53],anger
tt2107843,movie,Thorium Remix 2011,[99],joy
tt21093976,movie,National Theatre Live: Prima Facie,[18],anger
tt21109252,movie,Nadikalil Sundari Yamuna,[35],anger
tt2111458,movie,The Mentalist,[28],anger
tt2111478,movie,Mea Maxima Culpa: Silence in the House of God,[99],anger
tt2114375,movie,"Dylan Moran: Yeah, Yeah",[35],anger
tt2114458,movie,A Tribute to Ryan Dunn,"[-1, 99]",sadness
tt21146450,movie,Panthera Britannia,[99],fear
tt21148404,movie,Kunjamminis Hospital,"[35, 14, 27]",joy
tt21153268,movie,Unrivaled: Red Wings v. Avalanche,[-1],anger
tt2118013,movie,Ghost Fleet: The Epic Voyage of Zheng He,"[99, 36]",joy
tt21190556,movie,You Can Call Me Bill,[99],joy
tt2119394,movie,"Bravo! Common Men, Uncommon Valor","[99, 36, 10752]",anger
tt2119532,movie,Hacksaw Ridge,"[-1, 18, 36]",anger
tt2120779,movie,Jason Becker: Not Dead Yet,"[-1, 99, 10402]",sadness
tt21222632,movie,Shivpratap Garudjhep,[36],anger
tt21223154,movie,Naar Ka Sur,[18],anger
tt21223418,movie,Overgave,[99],anger
tt2122381,movie,Last Will & Testament,"[99, 9648]",fear
tt21226698,movie,Tales of the Purple House,[99],sadness
tt21235684,movie,Gratitude Revealed,[99],joy
tt2124003,movie,Born on the 25th of January,[99],sadness
tt21247214,movie,Afghan Dreamers,[99],anger
tt2125608,movie,Searching for Sugar Man,"[-1, 99, 10402]",fear
tt21257770,movie,Majajan Orchestra,[18],joy
tt21261256,movie,The Baby Daddy,[99],anger
tt21261388,movie,Gargi,"[18, 53]",anger
tt2126311,movie,Mikeyboy,"[28, 12, 35]",sadness
tt21264776,movie,Cheta Singh,[53],anger
tt21288778,movie,Gandhada Gudi,"[12, 99, 10751]",joy
tt21296906,movie,Achena Uttam,"[-1, 18]",joy
tt2129928,movie,Bones Brigade: An Autobiography,"[99, -1]",fear
tt21301304,movie,Mangalyam,[18],sadness
tt21328202,movie,Rangoli,"[18, 10751]",fear
tt21336930,movie,The Rooster,"[18, 9648]",fear
tt21339834,movie,Son of a Mother,"[-1, 35, 99]",surprise
tt2136745,movie,Art of Freedom: The Himalayas,"[12, 99, 18]",joy
tt2136879,movie,Documentary of AKB48: Show Must Go On,[99],joy
tt2136916,movie,Falling from the Sky,[99],joy
tt21377126,movie,The Gilbert Diaries: The Movie,[35],joy
tt2137880,movie,Un consiglio a Dio,[18],anger
tt2137916,movie,The Chemical Brothers: Don't Think,"[99, 10402]",anger
tt21381730,movie,Fragments of Paradise,[99],joy
tt21386140,movie,Delivery Boy,[18],anger
tt21387900,movie,The Art of Dubbing,[99],joy
tt2140203,movie,Wolf Children,"[16, 18, 10751]",anger
tt21403232,movie,Below the Belt,[99],joy
tt21412678,movie,Born Cursed,[18],anger
tt21426456,movie,Molli and Max in the Future,"[35, 10749, -1]",anger
tt2143470,movie,Joe Bonamassa: Live from New York Beacon Theatre,[10402],joy
tt21435580,movie,Hermosa Justicia,"[28, 18]",fear
tt2144818,movie,Tunul de lemn,[18],anger
tt21451014,movie,Unicorns,[10749],sadness
tt2145778,movie,Le monde doit m'arriver?,"[35, 18, 10751]",joy
tt2146080,movie,Mes uz... Lietuva!,"[99, -1]",joy
tt2146960,movie,Vazhakku Enn 18/9,"[80, 18, 53]",anger
tt2147008,movie,Swan Lake,"[18, 14, 10402]",joy
tt21482434,movie,Varvara,[18],anger
tt2149107,movie,Radio Wars,"[-1, 99, 36]",anger
tt2150209,movie,My Grandfather's People,"[35, 18, 10751]",anger
tt2150529,movie,Thingyan moe,[18],anger
tt2151535,movie,Alter Bridge: Live at Wembley,"[99, 10402]",joy
tt21515872,movie,What Rhymes with Reason,[18],fear
tt2152731,movie,Generation Me,"[35, 10402, 10749]",anger
tt2152803,movie,Pancham Unmixed: Mujhe Chalte Jaana Hai ...,[99],joy
tt2152896,movie,Subramaniapuram,"[28, 18, 53]",joy
tt2155310,movie,People in Motion,[99],joy
tt2156566,movie,Kasabian Live! Live at the O2,[10402],joy
tt2156925,movie,Pay It No Mind: Marsha P. Johnson,[99],fear
tt2157192,movie,Jai Bhim Comrade,[99],anger
tt2158791,movie,The Coexist Comedy Tour,"[35, 99]",joy
tt21615386,movie,Sex with Sue,[99],joy
tt21621872,movie,Plantadas,[36],anger
tt21622742,movie,Mariupol. Unlost Hope,[99],anger
tt21634062,movie,Party Dream,[99],sadness
tt21638358,movie,a-ha: True North,"[99, 10402]",joy
tt2164320,movie,Cortos Interruptus,"[35, 14, 53]",fear
tt21653914,movie,Nji Prej Nesh,"[80, 18]",anger
tt2168508,movie,In Return,"[35, 18, 10749]",sadness
tt2168820,movie,Smyrna: The Destruction of a Cosmopolitan City - 1900-1922,[99],joy
tt2170661,movie,Vakondok 2 - Demoscene,[99],anger
tt21711610,movie,Obara'M,"[18, -1]",sadness
tt2172133,movie,The Haumana,[18],joy
tt21741994,movie,Seventeeners,[18],anger
tt21767274,movie,Are You Ok Baby?,"[80, 18, 10751]",sadness
tt2179133,movie,Loot,"[80, 18, 53]",anger
tt21797492,movie,Nekaj sladkega,[35],anger
tt21799612,movie,Buker Ba Pashe,"[18, 10749]",joy
tt2181831,movie,Shahid,"[-1, 18]",anger
tt21818816,movie,While We Watched,"[-1, 99, -1]",anger
tt21820452,movie,The Grab,[99],anger
tt2182159,movie,The Cherokee Word for Water,[18],anger
tt21833376,movie,Dovbush,"[28, 12, 18]",anger
tt21833466,movie,Quebrando Mitos,[99],joy
tt21840496,movie,Elemental: Reimagine Wildfire,[99],sadness
tt21842982,movie,Moh,[10749],sadness
tt21842984,movie,19.20.21,"[80, 18]",anger
tt21844530,movie,"You Can Do It, My Dear!",[99],joy
tt2185022,movie,Love on a Leash,"[35, 18, 14]",anger
tt21857550,movie,Rise Up,[99],joy
tt2187090,movie,Raktha Kanneeru,"[35, 18]",anger
tt2187105,movie,The Backward Class,[99],anger
tt2187153,movie,Thuppakki,"[28, 53]",anger
tt21872792,movie,Bungo Stray Dogs the Movie: Beast,"[28, 16, 80]",anger
tt21875610,movie,Medal,[18],joy
tt2187578,movie,Di Timur Matahari,"[18, 10751]",sadness
tt2188116,movie,Baandhon,[18],joy
tt21881648,movie,The Last Daughter,"[-1, 99, 36]",sadness
tt21881796,movie,Undenama,[35],sadness
tt21910484,movie,Chidiya Ghar,[28],joy
tt21921074,movie,Ben Stokes: Phoenix from the Ashes,[99],joy
tt2193091,movie,Half the Sky,[99],anger
tt21956978,movie,"Zaljubljena Ana, gospodin zaborav i mama",[10751],anger
tt2195922,movie,My Other Me: A Film About Cosplayers,"[99, 18]",joy
tt21960200,movie,Click Click Bang,[35],sadness
tt21963660,movie,Subway,[18],anger
tt2196596,movie,Le roi soleil,"[35, 18, 10402]",joy
tt21979516,movie,Ajay Wardhan,"[-1, 18]",sadness
tt21986824,movie,Deck of Cards,"[28, 12, 35]",fear
tt21987706,movie,Dancing with Mom,[99],anger
tt21989164,movie,American: An Odyssey to 1947,[99],sadness
tt21990924,movie,Name Me Lawand,[99],sadness
tt21998476,movie,Ciné-Guerrillas: Scenes from the Labudovic Reels,[99],anger
tt22000746,movie,Oongi Adicha Ondra Ton Weightu Da,[53],anger
tt2200999,movie,Celtic Woman: Believe,"[99, 10402, -1]",joy
tt22010306,movie,Steve Vai - His First 30 Years: The Documentary,"[-1, 99, 10402]",joy
tt22010428,movie,BTS: Permission to Dance on Stage - LA,"[99, 10402]",joy
tt22017230,movie,Soft,[18],fear
tt22027112,movie,Fluvid-19,[99],fear
tt22029884,movie,"Crazy, Stupid, Love","[35, 18, 10749]",sadness
tt2203745,movie,Bahrain: Shouting in the Dark,[99],anger
tt2205599,movie,Satchurated: Live in Montreal,[10402],joy
tt2206844,movie,Dearly Departed,"[35, 10751]",sadness
tt2210441,movie,Bittersweet,"[35, 18]",joy
tt2215151,movie,Inequality for All,[99],anger
tt2215777,movie,Words of Witness,"[99, -1, 10752]",sadness
tt22169746,movie,Ranasthali,"[28, 18, 9648]",anger
tt22184520,movie,Deer Camp '86,"[35, 27, 53]",fear
tt22188926,movie,Chakki,[18],anger
tt2218988,movie,Ustad Hotel,"[35, 18]",anger
tt22197856,movie,Summer Brother,[18],joy
tt22207772,movie,GeetaSakshigaa,[18],anger
tt2221910,movie,The Caterpillar's Kimono,"[35, 18]",anger
tt22268148,movie,Shadow Assassins,[80],anger
tt2229397,movie,Symphony of the Soil,[99],joy
tt2231681,movie,Welcome to Nowhere (Bullet Hole Road),[14],joy
tt2233240,movie,Mama Illegal,[99],anger
tt2233624,movie,Kin,"[18, 10402]",anger
tt2236494,movie,Shudra the Rising,[36],anger
tt22376154,movie,Gilly and Keeves: The Special,[35],joy
tt2239654,movie,War on Health: The FDA's Cult of Tyranny,"[99, -1]",anger
tt2242306,movie,Brilliant Moon: Glimpses of Dilgo Khyentse Rinpoche,[99],anger
tt2243192,movie,Ultraman Cosmos vs. Ultraman Justice: The Final Battle,"[28, 12, -1]",fear
tt2243299,movie,Final Cut: Ladies and Gentlemen,"[35, 18, 10749]",sadness
tt2243681,movie,Valentino's Ghost,"[99, 36, -1]",anger
tt2244877,movie,Halima's Path,"[18, 10752]",fear
tt2245245,movie,Trou Story,[99],anger
tt2245544,movie,Carry on Jatta,[35],sadness
tt22464734,movie,Another Body,[99],anger
tt2246676,movie,Pester,[18],anger
tt22488728,movie,Love Today,"[35, 18, 10749]",anger
tt2250334,movie,Mille Soya,[18],anger
tt22507760,movie,High School Serenade,"[18, 10749]",sadness
tt2251490,movie,Eat Spirit Eat,"[35, 18]",anger
tt22535196,movie,Aliens the Awakening,"[28, 14, -1]",anger
tt2256739,movie,A Second Chance,"[35, 18, 10749]",sadness
tt2257144,movie,Slug Street Scrappers: Rise of Ryuken,"[28, 35]",love
tt2258731,movie,When a City Falls,[99],joy
tt2259968,movie,Aviator,"[28, 18, 53]",sadness
tt2262171,movie,3.11: Surviving Japan,"[99, 36]",anger
tt2262242,movie,The Last Colony,"[99, 36, -1]",joy
tt2262275,movie,The One Who Loves You,"[35, 18, 10402]",sadness
tt2262289,movie,The Pin,[18],anger
tt2264978,movie,Harvesting the High Plains,[99],joy
tt2265179,movie,Blood Brother,[99],sadness
tt2265195,movie,Can U Feel It: The UMF Experience,[10402],joy
tt2267998,movie,Gone Girl,"[18, 9648, 53]",joy
tt22696258,movie,Anur: Eyes on the sunshine,[18],anger
tt2271689,movie,The Telemachy,"[12, 18]",anger
tt2273227,movie,Family Meals,"[-1, 99]",sadness
tt2273237,movie,"From Nothing, Something: A Documentary on the Creative Process","[-1, 99, 10402]",joy
tt22742018,movie,Thug Rose: Mixed Martial Artist,[99],joy
tt2274246,movie,Ninah's Dowry,"[-1, 18, 10751]",anger
tt22743064,movie,Yaariyan 2,"[35, 18, -1]",joy
tt2275702,movie,Alone in a Valley,[18],joy
tt2275769,movie,Johnny Winter: Down & Dirty,[99],anger
tt22759504,movie,The Quintessential Quintuplets ~,"[16, 35, 18]",anger
tt2275974,movie,How It All Began: Origins of the Healing Tao System,[99],fear
tt22773644,movie,The Dead Don't Hurt,"[18, 37]",anger
tt22774594,movie,The Giants,"[16, -1, 99]",joy
tt2278388,movie,The Grand Budapest Hotel,"[12, 35, 80]",anger
tt22784204,movie,Poison Arrows,[35],joy
tt2279306,movie,Propaganda,"[99, -1]",anger
tt22797186,movie,Ghasjomi (Grassland),[18],joy
tt22797706,movie,Project Iceman,[99],fear
tt22797978,movie,Theeppori Benny,[35],anger
tt22802044,movie,26.2 to Life,[99],joy
tt2280836,movie,Sweet Dreams,"[99, 18, 36]",joy
tt2281529,movie,The Wall Street Conspiracy,[99],joy
tt2283748,movie,OMG: Oh My God!,"[35, 18, 14]",anger
tt22853444,movie,Behind Closed Doors,[99],anger
tt22872776,movie,Non-Aligned: Scenes from the Labudovic Reels,[99],anger
tt22892546,movie,Akelli,"[18, 53]",anger
tt2292576,movie,The Dream Team,"[99, -1]",joy
tt2292794,movie,Bebukottak,[99],anger
tt2292971,movie,The Face of Birth,[99],joy
tt22932536,movie,Aazam,"[80, 18, 9648]",anger
tt22939052,movie,Puinhoop,[99],anger
tt22940628,movie,The Big Steppers Tour: Live from Paris,[10402],joy
tt2294551,movie,Creating Freedom: The Lottery of Birth,"[99, 36]",anger
tt2294819,movie,Souls of Zen,[99],anger
tt2296893,movie,Outsiders: Japan,[99],joy
tt2298537,movie,Water on the Road,"[99, 10402]",joy
tt22988228,movie,Racionais MC's: From the Streets of São Paulo,"[99, 10402]",joy
tt2300769,movie,A.K.A. Doc Pomus,"[-1, 99, 10402]",joy
tt2301057,movie,Peaceable Kingdom: The Journey Home,[99],joy
tt23016388,movie,Coldplay Music of The Spheres Live Broadcast from Buenos Aires,[10402],joy
tt23024514,movie,Ballabhpurer Roopkotha,"[35, 27]",joy
tt23024608,movie,It Be an Evil Moon,"[35, 27]",anger
tt2302551,movie,Blood Relative,[99],sadness
tt2302579,movie,Do You Really Want to Know?,[99],anger
tt2302945,movie,Tukaram,"[-1, 18, 36]",love
tt23032876,movie,Divine Influencer,[10749],anger
tt23034906,movie,The Key -Professor's Pleasure- (Kagi),[18],anger
tt23035496,movie,Joy Is the Acid Test,[18],joy
tt23039736,movie,Labour Pain - an unending saga,[18],sadness
tt23049890,movie,Theodore Ushev: Unseen Connections,[99],joy
tt2306589,movie,Jock of the Bushveld,[12],joy
tt2308679,movie,The Field of Magic,[99],sadness
tt2311192,movie,Derrick J's Victimless Crime Spree,"[80, 99]",joy
tt2311290,movie,Balkan Melodie,"[-1, 99, 36]",joy
tt23135286,movie,Mahapurush,[10751],anger
tt23142610,movie,Elif Ana,[18],joy
tt23147790,movie,Gale Stay Away from Oz,[27],fear
tt2315610,movie,The Last Shepherd,[99],joy
tt2316096,movie,Wohti Le Kay Jani Aay,[35],anger
tt23183388,movie,Chaver,"[80, 53]",anger
tt2318645,movie,Raid of the Rainbow Lounge,"[80, 99, 36]",sadness
tt2319797,movie,Calloused Hands,[18],anger
tt2321421,movie,Mee Shivajiraje Bhosale Boltoy,[18],sadness
tt2321433,movie,Mousse,"[35, 18]",anger
tt2325915,movie,Poove Unakkaga,"[35, 18, 10749]",anger
tt2326156,movie,Misery Loves Company,[35],sadness
tt2326668,movie,The Space Tour,[99],joy
tt2327714,movie,Butterflies of Bill Baker,[53],anger
tt2329454,movie,Bêrîtan,"[18, 10752]",anger
tt2329758,movie,Honor Flight,"[99, 36, 10752]",anger
tt2330098,movie,Upendra,"[18, 53]",sadness
tt2331027,movie,Play Dead,[53],joy
tt2331566,movie,The One Dollar Movie,[35],joy
tt23321406,movie,Why the Nativity?,"[99, 18, 10751]",joy
tt23329452,movie,Starring Jerry As Himself,[99],anger
tt2332984,movie,The Norns,"[80, 9648, 53]",anger
tt2334694,movie,Flying the Feathered Edge: The Bob Hoover Project,"[-1, 99]",joy
tt2334964,movie,Valter,[99],anger
tt2335908,movie,Swami Ayyappan,"[28, 12, 16]",anger
tt2337686,movie,The Endless Winter: A Very British Surf Movie,[99],anger
tt2337808,movie,Slaughter Nick for President,"[-1, 35, 99]",joy
tt2338151,movie,PK,"[35, 18, -1]",joy
tt2338243,movie,"Small Market, Big Heart","[99, 18, -1]",anger
tt2342249,movie,Paskutiniai Bremeno muzikantai,[-1],joy
tt2342275,movie,Rescue Team,[28],anger
tt2343385,movie,Armin Only: Mirage,"[99, 10402]",joy
tt2343655,movie,Misled,"[80, 18]",fear
tt2350782,movie,Big Voice,"[-1, 99, 10751]",joy
tt2351177,movie,Bhooter Bhabishyat,"[35, 14, 27]",fear
tt2352396,movie,The Featherweight,"[-1, 18, -1]",joy
tt2353861,movie,Brick Madness,[35],anger
tt2354205,movie,McCullin,[99],anger
tt2354391,movie,Sumbaran,[18],joy
tt23555898,movie,J'Accuse!,[99],anger
tt2355603,movie,Geetha,[10749],joy
tt2355775,movie,Paradise or Oblivion,[99],joy
tt2355909,movie,The Return of Uncle Benon,[28],anger
tt2356114,movie,Mourning Has Broken,[18],anger
tt23561236,movie,American Fiction,"[35, 18]",anger
tt2356180,movie,Bhaag Milkha Bhaag,"[-1, 18, -1]",joy
tt2357300,movie,Scammerhead,"[35, 18]",fear
tt2357788,movie,Bridegroom,[99],sadness
tt2358592,movie,Lucia,"[18, -1, 53]",fear
tt2358919,movie,Black,[28],anger
tt2359197,movie,Not Yet Begun to Fight,"[-1, 99, 18]",joy
tt2362354,movie,Spirit of Love: The Mike Glenn Story,"[10751, -1]",joy
tt23625664,movie,Bhagwan Bachave,"[35, 18, 9648]",fear
tt2363157,movie,Dragan Wende - West Berlin,[99],joy
tt2364616,movie,I Do Bidoo Bidoo: Heto nApo sila!,"[35, -1, 10749]",joy
tt2365873,movie,Kevi Rite Jaish,"[35, 10751]",anger
tt2371512,movie,Solar Revolution,[99],joy
tt23736044,movie,Monster,"[18, 53]",anger
tt2374144,movie,Gintama the Movie: The Final Chapter - Be Forever Yorozuya,"[28, 16, 35]",sadness
tt2375559,movie,1: Nenokkadine,"[28, 53]",anger
tt2375605,movie,The Act of Killing,"[-1, 80, 99]",anger
tt2375707,movie,Toastmaster,"[35, 18]",joy
tt2375731,movie,Undaunted: The Forgotten Giants of the Allegheny Observatory,[99],joy
tt23770418,movie,Kaguya-sama: Love Is War - The First Kiss That Never Ends,"[16, 35, 10749]",sadness
tt2377938,movie,Special 26,"[80, 18, 53]",anger
